x,y,target
2.23069,-5.45265,6
9.51478,2.85363,2
6.42791,0.93652,2
0.20007,-1.15301,4
2.24947,1.42154,4
1.62002,-5.80375,1
3.94902,-1.85038,4
-7.3414,-1.96066,5
6.31032,2.05071,0
3.13881,-1.41836,4
-6.57968,0.81301,7
-2.94086,5.12699,9
4.05779,-5.89932,3
-5.98088,1.25245,7
4.14931,1.33993,2
3.88723,-4.95085,3
-5.80868,1.80893,9
-3.23118,-3.6426,0
-3.03755,5.60265,9
6.57189,2.50388,4
-3.90432,4.12804,7
6.03243,2.2546,4
7.65511,3.33114,2
2.61038,-3.55476,0
-7.19151,-1.61446,5
5.84834,2.59118,2
-1.33835,-5.89698,1
8.1218,3.37341,2
0.58554,-1.61571,1
-0.85511,-3.3249,3
6.85957,-1.67386,0
-3.8348,5.88197,9
-0.53601,-5.67395,1
2.91239,-2.66639,0
-3.55898,4.44054,9
7.40578,-1.63952,3
2.61593,2.42369,6
-6.52112,0.48657,7
-1.17272,4.82547,9
-4.4717,4.03851,9
6.96773,1.64953,4
8.71538,3.04978,4
-6.56552,0.04073,7
2.04676,-3.90542,1
-4.27304,-0.55012,2
1.6358,-5.1127,1
7.6316,3.24622,6
-2.29317,-4.44176,3
4.01409,2.24875,2
-2.77519,4.32873,8
2.88818,-3.02386,3
-5.49799,-2.68918,6
1.33931,-6.00232,1
0.80897,-5.75219,1
0.8345,-2.67029,0
-0.90782,-0.15852,2
-3.08432,2.90296,9
-2.01153,0.02208,2
7.77894,3.7467,4
-0.81374,-3.51401,0
-6.42248,1.38114,7
-3.54732,5.3819,9
-2.51008,-3.25372,8
7.52709,2.42616,4
-2.1321,-5.46584,1
5.04231,6.60798,8
1.59568,-0.17098,4
1.14842,-5.64337,1
-0.42206,-4.03646,3
2.43994,-4.19694,1
-3.91692,-0.92528,6
-6.54327,0.60561,7
3.67342,0.2841,2
-2.87071,2.45288,8
-4.01077,1.62226,5
-2.16583,-2.37102,2
5.05871,-3.1835,0
-5.87226,2.65223,7
-6.31683,0.96437,7
0.32753,-3.30418,6
8.65666,1.45671,2
-7.01488,-0.49575,7
2.16587,-1.65064,0
-6.41637,0.64846,7
0.09995,8.60733,8
-2.19281,5.65185,9
4.72439,3.03623,2
-2.28044,5.38194,9
2.39475,-1.92533,0
-6.51951,0.65755,5
-3.34841,-4.76585,1
2.68617,-1.70633,4
7.69062,5.19348,4
-4.63473,2.05086,5
0.05864,1.73499,6
1.31899,5.13694,9
-4.0656,-1.38548,2
6.3486,1.48455,6
0.81493,6.37636,8
1.17281,-0.01239,6
6.28944,2.5275,4
1.95268,2.07333,2
7.30201,2.52565,2
-3.20764,4.04138,9
-6.67986,0.09451,7
2.56536,-2.23793,6
-6.17757,0.20962,5
-4.77172,1.80701,5
7.6,2.52241,2
-0.24396,0.59483,8
-6.79374,-0.46565,5
6.56987,3.11676,2
2.7427,-4.48557,3
3.90732,-2.72072,0
-0.72597,0.79519,4
-3.96228,3.4689,8
6.90989,-0.73017,0
-0.03762,-3.21354,0
-1.55283,-0.76231,6
0.47683,-3.89828,3
8.11974,6.16555,8
-4.64663,4.74229,9
5.23709,-1.77428,6
0.27899,-5.17039,1
-1.33671,-1.82364,3
3.66191,-2.82245,0
4.89994,0.14178,2
2.6731,-5.8728,3
6.4236,-2.19051,0
-2.32945,4.04308,8
2.96404,-4.65153,3
-6.80364,-0.25871,7
6.33047,1.75327,4
3.5426,-3.00493,0
-0.42546,-5.64484,1
2.40502,0.09349,6
3.69269,-4.87184,3
-1.60571,-3.62116,0
8.86328,2.77518,6
6.04612,-0.56037,6
-6.21554,-0.16481,7
-5.71234,0.498,5
1.34962,-4.87463,4
-3.75016,2.92125,5
-2.12293,1.45563,9
-7.13141,-0.95911,5
-5.01352,-3.74398,6
-6.63277,0.8562,5
-5.10001,1.34433,5
-0.876,-5.11992,1
-1.24705,3.88575,9
-3.4907,2.08428,8
-0.72966,-3.22516,8
-2.91282,-4.25972,3
3.86907,-3.56852,3
8.73375,1.52658,6
3.43732,7.40726,8
7.77553,-1.18678,0
5.13229,-2.12713,0
5.66332,1.56086,2
-2.53875,5.61982,9
-6.0843,0.91864,7
-4.3717,4.33113,7
0.1812,-5.8813,1
-2.31456,-4.15241,3
-4.90506,0.22938,6
-1.75316,-0.67725,4
1.7774,3.45257,2
7.01564,0.63589,4
-3.10661,4.51813,9
-0.35126,-5.55824,1
-3.14432,-1.67275,6
7.254,3.32104,4
-6.00534,-1.22731,8
3.87945,0.86101,2
3.94733,-0.80204,6
-7.06621,-2.01623,5
3.5937,1.47403,4
6.98412,1.43938,6
-5.40561,2.69672,7
-6.30342,0.47111,7
-5.51827,2.39318,7
-2.20148,-4.2273,3
2.91029,-4.23613,3
-3.18276,4.56494,7
7.03452,-0.67492,0
-6.37113,0.2828,7
-2.68914,-5.29723,1
-0.06081,-4.93787,3
-5.43222,1.91878,7
7.06569,4.5458,2
-1.80108,-0.62728,2
-0.79673,-5.19478,3
6.76545,2.26215,4
2.12765,-2.97667,0
-2.65616,-4.70487,3
0.00768,-5.94201,1
-0.96772,-2.83083,6
-0.76421,-5.71232,1
1.20435,5.39916,9
4.67219,1.04656,4
-1.87,4.99374,9
1.43098,5.24901,9
-2.3384,-5.47305,1
-5.73343,1.06823,7
6.54856,5.12817,8
7.12135,-1.81229,3
-0.86923,-2.84744,6
2.78298,-3.22708,0
0.29836,-0.70026,2
4.3485,2.38775,4
2.14267,2.51641,8
7.64578,1.34731,0
0.83009,-6.18985,1
7.52437,4.38647,2
6.02499,2.38649,2
2.16217,2.33865,4
6.62171,2.55658,4
-6.29524,-0.01363,7
3.32204,-5.56256,3
8.60569,3.05939,2
7.26305,4.67747,2
-6.59894,0.84271,5
-1.27676,-4.02117,0
-7.23933,-1.38414,7
-3.72374,4.65055,9
5.02821,1.2461,4
-0.08674,-1.75942,0
-1.76664,7.36729,9
2.32777,-5.90833,3
-1.12639,6.18887,9
0.43891,-2.91032,4
6.25946,0.50309,2
-4.698,0.77742,5
5.53161,2.61878,0
1.48791,-0.18723,2
0.88508,-4.40866,3
-3.87672,0.97976,5
-0.46027,1.56605,8
1.87751,-6.10851,1
0.19802,0.1574,6
-2.96637,-0.2284,2
2.0565,1.44069,6
3.89221,1.11434,6
5.10263,0.31953,4
-3.54935,5.71883,9
-6.43301,-1.66153,5
-2.25492,-1.44505,2
2.55888,-3.29753,0
8.04164,2.12365,4
0.34352,-0.3533,6
0.96058,-6.1453,1
2.97289,1.22448,2
4.48098,-2.61477,0
-5.01021,3.18719,9
-5.52867,2.52503,7
1.93227,-3.11076,0
0.78176,-2.69287,4
7.19456,1.61221,4
-2.5203,-2.71047,6
6.26068,-1.85398,6
-0.82608,0.43154,2
0.00692,-4.45155,1
6.22921,-3.83816,0
4.6817,1.35187,6
-5.89181,1.16991,7
1.92486,-0.14929,2
-0.72312,3.67291,9
0.41394,-2.75889,4
5.91105,3.36565,2
1.70901,-5.96805,1
-3.76201,1.84562,5
5.68811,3.46864,4
-6.67193,-0.5009,5
4.45923,-2.36377,3
4.31527,6.76946,8
-6.79333,-1.11733,5
1.31778,3.64894,8
0.59171,1.14555,4
3.86532,1.77964,4
0.35663,2.5142,8
-3.89786,5.24269,9
0.06602,1.72995,8
-5.07239,-2.10186,6
-1.97417,0.5429,2
7.28218,3.94552,4
3.72277,-0.26098,4
-3.65591,-2.21185,2
6.32265,-1.61333,4
-2.34319,-5.28979,1
5.27058,1.80963,6
1.02227,-6.13951,1
2.88647,-5.53868,3
5.77677,-3.04779,0
-6.1801,2.63999,9
2.18615,1.66238,8
-1.4569,1.96984,8
6.18039,-1.34075,6
-3.28592,1.32622,5
4.40897,-4.76443,3
1.55815,-5.63072,1
-5.75643,2.8798,9
-6.67768,0.28834,5
1.02668,-4.20077,3
2.10031,-4.79076,3
1.28488,-2.07319,0
-2.23593,-5.13198,1
4.96138,0.46312,0
-0.387,2.65792,2
-5.31498,3.49983,9
6.54233,3.32483,2
2.88068,-2.62421,0
4.44116,3.23182,6
0.77346,-4.15228,3
7.88711,4.78744,4
8.23942,2.34874,2
-0.26164,-3.19403,0
6.40645,-2.58803,0
0.28031,-3.62441,3
2.35183,-5.35232,3
-2.26542,0.36905,8
3.72868,1.36793,2
0.64281,4.05035,8
0.44639,3.13316,9
3.4009,-0.06815,4
2.48717,-3.69934,0
-5.58439,3.35198,7
-2.33585,-1.6546,6
3.46,1.05886,4
-1.17425,-1.92903,4
-4.84018,0.44785,9
-3.76006,-2.63295,2
1.65123,3.47729,9
-5.02867,3.43952,5
-4.25621,5.14438,9
4.29837,-4.74411,3
-5.86624,1.03031,7
-5.73069,1.5129,5
-4.07734,3.375,7
-3.47608,3.11716,8
-2.89735,-5.0246,1
2.4767,-2.73444,0
6.02642,-1.91415,0
3.55483,1.39186,3
1.97736,0.9117,4
0.43624,2.77104,8
1.84963,0.1994,9
-5.05673,2.8159,7
0.26409,1.32366,9
-0.90345,-5.62139,1
5.83166,2.2889,2
-5.30784,2.00255,7
4.89824,-4.64458,0
0.8578,1.00458,2
5.81562,-2.98989,0
-3.07421,4.33338,5
-4.50435,3.71286,7
1.53473,-6.2009,1
0.85411,1.58957,8
-0.28935,-0.57593,2
7.13109,2.70903,2
-2.79547,-0.36064,2
9.08733,4.43233,2
4.97861,1.69718,4
2.37997,1.59374,2
4.8419,1.08753,6
1.46961,-5.76753,1
-3.73373,5.26029,9
-2.80692,-1.42663,8
-6.66441,0.64384,5
-1.17546,-5.30602,1
1.49776,3.4782,9
-0.5887,-4.65339,1
0.59683,-0.07356,2
2.40561,6.12494,8
2.78472,-4.85832,3
-2.15169,3.24289,8
-4.03234,5.64731,9
5.07725,1.1849,2
1.04778,0.54384,4
2.09445,-0.07933,2
3.21466,4.10695,8
4.93064,2.32986,8
-4.20954,-1.79678,2
-5.79796,-2.81572,0
-6.12328,1.10484,5
2.11651,6.21049,8
-2.13104,4.53736,8
-5.85917,1.23498,5
0.00262,-5.4467,3
-2.47054,3.11396,9
8.33239,4.17433,4
1.4988,-4.55133,3
4.80566,-0.9384,4
5.1247,-0.98912,4
-3.98869,3.64398,5
1.58983,-6.37854,1
-4.20573,-3.29527,0
1.15407,-6.22636,1
3.78706,-1.48015,2
5.59125,-0.86329,0
-1.93318,-0.34432,6
0.74411,3.66251,9
-3.29983,-2.40316,6
-1.09144,-5.72739,1
-6.6768,-0.11508,5
1.26281,-5.66699,1
-3.88265,-4.47886,1
0.98536,-5.89563,1
-1.42236,4.92591,9
-2.32961,-4.82408,3
1.61145,-0.19927,4
-6.74532,0.70485,5
-4.33787,-3.92598,3
4.56409,-1.95805,6
-0.97618,0.71423,6
0.45377,-2.21852,6
6.32816,5.08354,4
1.14505,-2.05986,6
3.63734,-1.90774,0
-6.73651,-1.45316,5
-1.06802,1.14958,8
0.92459,-1.44641,3
-2.91441,-2.99312,3
7.36763,1.23888,4
0.31387,-1.81478,6
-5.16986,2.01152,7
-6.31638,1.22446,7
1.09268,7.12568,8
0.49724,3.96946,9
-3.07684,-3.79414,0
-2.9821,-1.86161,3
4.26605,1.44688,8
-6.74967,0.41883,7
0.39516,-2.75542,6
-6.43026,1.22024,7
-1.745,4.68533,9
4.44521,-5.18092,3
5.59919,1.40346,4
4.28599,-3.10914,6
5.55426,-2.73085,6
-6.18666,-0.7066,5
1.66708,-2.60186,0
3.21913,-3.64404,1
-3.52067,-4.79464,1
-6.03293,0.47204,5
1.5977,3.64683,9
4.00883,-3.74712,4
4.84957,1.62104,6
-6.13379,0.62112,5
-5.84035,2.25329,7
-1.0095,-1.90783,8
-3.35979,-5.23898,1
-2.49554,-0.89052,2
2.92142,3.96648,9
-5.40593,0.95575,7
-7.36519,-1.35598,7
1.8025,-5.45471,1
-2.45048,-3.09722,0
-2.80808,4.58295,9
-4.98962,-3.17535,3
4.33075,1.37904,2
-4.17813,5.18198,9
-1.45452,-2.69367,0
-5.83478,1.44472,7
1.44545,-1.15686,6
-1.10103,2.95283,8
2.77377,1.35702,2
-5.99518,0.85254,7
3.32054,-4.76155,0
3.74553,1.2525,2
3.54515,-3.37652,3
2.38979,4.24901,8
3.65123,0.56777,2
6.11736,3.34938,2
4.84063,0.9664,6
-3.40136,3.90301,9
1.8564,-4.75876,3
7.27619,-1.89196,0
-7.01529,-0.68228,7
-5.44991,2.06143,8
5.1197,4.00872,6
5.87476,2.75332,2
-2.16971,5.58829,9
2.31338,0.65307,4
0.16539,-0.99644,2
2.85972,-1.73311,6
7.48889,1.86182,6
-2.90849,-3.21442,8
8.14603,-2.56333,0
4.56702,-3.07669,4
-2.34082,0.20282,4
4.07263,5.15984,4
-5.50417,2.49582,7
-6.38109,1.10266,5
-0.08571,3.62379,8
4.02729,-0.72787,4
-2.71932,4.57226,9
0.3733,-5.99623,1
-0.74228,-3.66773,0
-7.12155,-1.66677,5
5.70472,2.96309,4
5.62338,2.82816,4
7.34731,3.88787,4
4.35111,-2.34869,0
5.85932,-2.29501,0
8.29319,2.89783,4
-7.21033,-1.34123,5
-3.45852,-1.56944,6
4.79483,-2.42559,0
4.04922,-1.60748,4
-3.9784,3.5911,5
8.30494,-0.69271,4
0.11049,-5.93022,1
-0.7054,-1.2228,3
1.88061,-6.09762,1
-2.21899,-3.99786,1
-4.85007,-1.29039,6
9.23139,2.59363,4
1.19928,-5.34384,3
-0.90228,5.1082,8
-0.57071,-0.05431,2
-3.30132,-1.07696,8
3.53167,-2.82067,2
-7.48883,-1.80253,7
7.59029,-1.93018,0
7.8997,1.57371,4
0.46194,-4.08324,0
-2.27846,3.47056,8
-5.94938,-0.2733,5
-3.60051,-3.12176,0
-2.16638,-2.87813,8
7.5016,4.46553,2
-3.09305,5.62815,9
5.18116,1.26265,0
-0.53545,4.39962,8
-2.79593,5.77396,9
-4.6378,-3.66592,6
5.19987,-3.14587,4
6.39679,0.44274,2
3.20886,4.386,9
-2.9539,-0.43008,3
4.4064,0.91081,4
-6.56348,-2.14493,5
5.42876,-2.03027,0
-0.61682,1.99297,9
-5.60972,-0.72412,5
1.88777,-4.02014,3
4.52824,0.97696,6
2.12531,0.8179,6
-3.0204,-0.7262,8
-0.94094,-4.93247,3
2.09834,-4.22551,3
1.1058,1.00556,8
-1.83954,-4.99723,1
7.20504,1.74906,4
5.57665,-1.30348,0
0.40245,4.47221,9
-4.51279,3.47014,7
-1.94537,4.76553,9
7.44459,0.32363,4
-4.10065,-0.98954,8
-4.71038,5.01125,9
0.99083,-5.84199,1
5.58817,-4.50353,6
-5.89108,1.38389,7
-2.26141,-5.2427,3
5.73221,-2.40879,0
-1.67347,0.04161,2
-0.70529,0.1325,6
-4.84362,3.92877,7
-0.78417,-5.57232,1
-1.01113,-2.49207,0
1.20464,-2.86186,0
-0.54781,1.64738,8
-6.50209,0.32076,5
2.85715,0.96807,2
-3.97539,-2.29899,6
3.03421,1.18071,6
4.72245,1.44762,6
5.45342,0.42917,4
-0.1017,-6.05164,1
-6.75909,-1.24349,5
-3.43695,4.52468,9
4.01993,-3.6366,0
1.23399,-1.17174,2
-1.73227,-3.78376,1
-2.67413,-2.15324,6
-5.25991,1.3972,5
3.41666,-3.61049,0
-5.19605,-3.51851,0
5.08238,-3.3839,3
-2.4761,-4.65546,3
0.79376,-3.92295,3
-4.78243,-0.07734,8
-0.39088,-5.65916,1
-0.83319,-3.15781,1
-3.43724,3.79005,8
-6.65641,0.89764,5
-6.05324,1.42368,7
-4.40185,3.69303,7
1.4176,2.95127,8
-6.08692,1.19583,7
8.32067,2.51509,2
-3.51303,-1.99999,0
-7.00043,-0.29745,7
6.69284,-1.65433,3
-0.07364,6.82619,8
5.68094,-2.15715,0
1.79058,3.623,9
-5.80589,2.20655,7
0.46384,-0.96174,6
0.57582,-5.75624,1
-3.7321,-4.09597,2
2.91944,0.86732,6
8.17255,0.82349,4
4.60303,7.02578,8
4.07288,0.44095,0
7.78879,-1.67844,6
4.98482,-4.78671,3
0.55459,-0.67515,6
-0.68753,2.6357,8
4.63426,1.17731,4
6.9344,-1.5434,0
-0.12234,4.40565,8
-1.41324,0.97491,9
-2.1519,0.14302,2
3.18146,-3.08376,4
-7.3126,-1.00867,5
-2.93624,5.80444,9
-0.45163,-5.96698,1
1.8591,2.14977,4
7.82913,2.65864,4
-2.96485,2.75857,9
6.8292,2.70394,2
-0.48795,-5.0187,1
-5.33631,2.01371,7
-4.92262,3.87647,9
-5.89734,0.72697,5
-0.41703,6.30496,8
0.32191,-5.55456,1
-4.04072,4.75146,7
-6.4711,-0.03634,7
-0.36896,-5.5291,1
2.80045,-4.83389,1
1.02451,-6.22026,1
2.36165,2.4643,6
-3.31036,4.85787,9
-7.35385,-0.59615,5
0.06977,-4.89295,3
2.14558,5.55527,8
7.33989,2.51853,4
3.38997,1.41577,2
-2.118,5.80943,7
4.5672,3.07396,4
-1.4318,5.17602,8
-1.45924,-4.74049,3
5.51001,2.97688,2
0.72557,-1.87308,4
3.96562,-0.80724,4
-6.23236,1.06506,7
-2.99714,-4.68851,1
2.43734,-2.36902,4
-2.83197,6.24131,9
5.70199,-4.84521,3
-6.95534,-0.27623,5
-0.7232,1.7261,8
-5.67948,1.10585,5
9.38416,3.25008,4
-4.8307,4.28983,7
5.83929,2.94265,2
-0.06191,5.52733,8
-6.08852,1.48779,5
-3.18806,3.19151,9
0.50556,-2.18766,3
3.033,-5.01985,3
7.77198,1.96546,6
-5.10403,2.63121,7
1.29577,-5.68699,1
-4.27938,4.71957,7
2.40328,-4.57615,3
-6.36499,0.2831,5
8.13658,4.60301,4
2.28953,1.07331,4
-6.05023,1.07343,5
-2.63034,-1.67029,8
-0.72246,-5.14238,3
-5.43623,1.06036,7
1.47375,-6.25683,1
8.31742,2.32767,2
4.19317,-2.88712,6
-0.83007,-5.98566,1
-1.88306,5.6508,9
0.14253,-0.92708,8
-1.65532,0.76378,2
-5.40862,1.74407,7
1.98658,-5.85244,1
-0.33689,-5.30408,3
-6.10003,1.66329,7
-3.21114,0.51886,5
-5.39194,2.73487,9
-1.90776,4.37751,9
1.87357,-3.23368,1
-1.68844,5.73034,8
1.40726,0.68442,2
-7.29929,-1.46322,5
-5.40443,2.37242,7
-0.67582,-5.50838,1
-4.68724,3.85833,9
2.82579,2.76866,8
0.62075,-5.923,1
-1.11857,-4.33199,0
-4.1956,-3.81301,0
8.90646,1.57413,6
-2.46232,-5.34655,1
-5.6883,2.41062,7
-0.93608,-5.89157,1
3.98886,-2.83745,1
-7.24496,-1.41671,5
-5.47221,3.36215,7
0.15284,-5.88218,1
-7.32742,-0.81924,5
4.24736,2.06003,2
8.99843,4.88812,2
5.65881,-2.54643,3
-0.02834,-4.72978,3
0.72211,-6.42864,1
-1.29477,-5.46101,1
5.54728,2.46779,4
-2.94693,5.31693,9
6.94903,4.43773,4
-2.9331,-5.04579,3
-6.44713,0.60167,7
-5.79285,1.55323,7
-3.32538,-0.83194,0
0.6157,7.69172,8
-2.80883,6.45524,9
-0.66017,3.50433,9
3.77737,0.35896,6
0.44749,-6.03066,1
-3.05718,-4.47335,3
3.66651,0.17495,4
6.0649,-3.20212,0
3.01058,-4.78531,0
-3.90818,0.75597,5
-5.26556,3.69001,9
3.3637,2.88105,2
-4.07754,-4.53434,0
-7.13154,-0.78078,5
-7.21645,-1.06867,5
-0.60536,-5.85327,1
-2.73372,5.03155,5
-3.07528,4.30646,7
1.45718,2.63586,8
-5.2195,2.45411,7
-5.61335,1.85042,5
2.35794,-4.71668,3
5.24182,0.18321,6
3.2387,2.28852,4
-1.93973,-3.45805,0
7.67952,4.05998,4
6.50089,-2.31074,0
-5.12442,-0.3235,6
4.39328,-2.00846,0
7.04503,3.05474,2
-5.14812,4.84604,5
-7.55221,-1.54746,5
-1.56617,-5.45107,1
4.3057,1.59154,2
1.17858,-3.43589,0
-2.3971,6.47805,9
-0.97992,-5.23127,3
-6.0343,1.3507,7
-2.76264,4.29834,8
6.58825,-0.24268,6
-0.55885,5.40744,8
0.89638,-3.61971,3
-4.13128,-2.08094,4
-7.22348,-0.79786,7
-5.12748,-3.34782,0
-6.32274,0.98234,7
5.06018,-2.11814,4
-4.48602,1.42666,8
-1.45157,-0.50307,0
4.12156,-4.84092,3
5.01754,-1.44375,4
2.49427,-0.08341,4
5.54761,-4.30647,3
8.57279,2.42348,4
0.36666,4.48183,9
6.38531,-3.59413,0
-2.53725,0.95332,6
1.74867,-2.82727,4
-4.29798,2.92235,9
0.26741,-6.26379,1
-2.74263,2.85234,8
-3.1437,-4.94279,1
-5.22343,3.04366,7
-0.04381,1.71481,5
-6.69242,-0.50653,5
0.817,0.69791,6
5.04249,-4.01198,0
-4.24204,-1.05312,2
0.04403,-5.08788,1
7.1865,0.16134,0
-5.77091,0.34782,5
6.39519,3.3939,4
3.12344,-2.89186,0
4.09924,-3.48795,0
7.1041,4.51345,6
-6.23327,1.11442,7
-2.64661,1.30853,5
5.76734,-3.1587,0
1.41351,-1.74391,3
-5.58986,1.52252,5
-2.6587,4.78607,9
-3.97643,-0.88074,6
2.40645,2.07544,8
5.66382,1.1566,0
5.19302,-0.12107,6
4.99199,-2.57114,4
-0.1094,-2.49541,6
4.01494,1.73253,2
-4.20556,3.17788,9
2.23479,-3.20415,6
-5.57119,1.42364,7
-6.19751,2.14554,7
-1.27221,-5.52981,1
5.23431,4.9245,4
7.46997,3.7383,2
7.03687,-1.10836,6
-6.39419,-0.29171,5
4.57444,-3.72782,3
2.30335,5.06764,9
2.39596,0.0574,9
0.75596,3.95965,8
-4.7314,0.44336,8
5.09108,-1.27598,3
0.23613,-3.79207,0
7.12944,0.66693,2
4.5396,1.2663,4
-0.79531,-0.55205,6
-0.69811,0.01489,6
-1.34405,-4.55299,3
3.63512,1.9698,2
3.20839,-5.20743,3
-5.35374,1.38687,5
9.68044,3.80197,4
-3.67276,4.39474,9
0.08169,-4.39076,3
5.61301,4.46126,4
-7.44936,-1.24174,7
-6.13001,0.34846,7
4.39411,0.87161,0
5.38574,-1.64669,3
-2.01171,-0.59518,5
-5.59863,0.90362,5
0.46588,1.20184,6
4.34011,0.97524,0
-7.18925,-1.61899,5
-5.22524,3.98833,9
-1.48715,-0.99211,6
4.09402,-4.86129,3
-4.19342,4.35008,7
-4.31297,1.61518,5
1.98599,-6.42172,1
-1.91241,2.83236,9
-0.35373,2.08273,8
-1.64942,0.11527,8
1.56442,5.03108,9
-3.6269,3.24184,9
4.87482,1.74364,2
-6.5548,-0.08719,7
3.46607,1.43501,2
-0.85772,-0.13227,2
5.38512,-4.19315,3
-1.02783,1.93394,8
-5.03244,2.0567,7
6.34493,2.25391,6
4.23368,2.47939,4
-7.26353,0.50033,5
6.29788,3.00463,4
-4.37674,-3.40815,3
5.54421,1.39253,6
-3.55333,-4.89148,1
6.40701,0.22155,4
-0.30678,6.70044,9
2.92073,-5.98903,3
0.0101,-6.16488,1
-1.564,-1.59688,6
-7.18776,-1.97718,5
-2.94922,-3.29591,0
-3.56325,2.7878,5
-6.18583,0.49855,7
-6.04462,-1.72632,5
3.26087,2.45448,2
1.21029,-5.39676,3
-0.24189,-5.43668,3
-4.27763,3.19055,9
0.09423,-1.91084,6
-0.44539,-5.01259,3
-3.91051,-1.47931,6
4.73021,-2.38548,0
1.79827,2.29674,4
-3.84576,1.69972,5
1.61018,-2.83307,0
6.3039,0.85732,4
-5.71527,2.87726,9
4.79049,0.37315,4
7.77729,-0.56269,6
4.85917,-5.35825,3
6.82617,1.38554,6
-4.67366,4.25621,7
5.1703,-3.35697,0
6.17828,2.54284,2
-0.78764,-5.8659,1
-0.31097,-5.83314,1
4.99877,-2.23584,4
3.92732,1.68662,4
3.43739,3.70567,8
-5.54333,1.97793,5
-4.05678,3.85323,9
-2.37307,-3.39363,0
2.60978,-2.57761,1
3.24575,1.50193,6
-3.72546,4.95853,5
0.96584,-5.81342,1
4.02607,5.85847,4
0.3731,-2.05487,4
-0.74634,-2.33584,8
4.08572,2.57468,4
-5.58683,2.83235,7
-7.49763,-1.48107,7
