x,y,target
-1.31647,-37.95163,2
0.74968,-54.5513,2
-60.81682,11.46009,9
-20.80191,57.78524,7
36.18222,-19.32944,6
-24.84144,41.14336,5
-44.75928,17.62019,5
30.1277,-57.12791,2
-24.17242,-13.52083,8
-22.63305,30.41827,5
9.28052,-67.04221,2
42.07079,7.57268,3
12.66788,38.99218,0
7.11663,-24.43943,4
-48.51412,-38.45213,8
8.59277,44.8942,0
9.0821,23.35367,0
5.47786,-18.51312,6
48.28415,-9.82168,3
-22.9891,-56.47589,8
-61.90136,27.54562,9
33.89235,-7.64242,6
80.09489,15.25212,1
12.52723,-3.7028,3
20.37707,38.0561,0
37.88342,-66.33308,2
48.25396,10.70554,3
12.17021,47.52583,0
-48.81093,-38.38993,8
52.17909,-13.04323,3
-21.81078,63.74126,7
27.78296,-48.80954,4
19.39927,49.48029,0
72.4971,28.47071,1
0.63734,-38.74702,6
48.82986,-11.3212,3
10.99706,17.51256,0
17.19924,-52.76506,6
5.37284,41.5006,6
-17.47078,56.25403,7
-37.04435,11.57684,5
49.033,-10.15418,4
-64.79037,37.12664,5
-60.0307,-15.51766,9
-17.31464,33.2227,5
5.31691,6.2373,6
-27.8981,36.94817,5
-42.09163,15.72534,5
58.94329,27.165,1
-61.43282,-8.57285,9
-40.99067,-35.85213,8
-19.49994,-2.87462,8
34.77898,20.05301,3
47.18417,-19.69061,3
23.85846,-46.20478,6
-33.70374,-50.88235,8
19.54964,46.8111,0
20.72184,43.58854,0
34.95487,-63.0861,2
-62.9663,-2.59657,9
-21.55888,68.18762,7
-61.06437,21.36042,7
84.97739,7.42907,1
12.29906,9.37115,3
-3.0447,-2.17688,6
8.96898,-13.39406,4
7.83637,-50.34706,2
37.63934,-44.39867,4
-62.54912,38.41106,9
85.82416,19.68446,1
3.19354,-9.66671,6
-7.84502,-57.02444,4
-0.36586,2.66377,8
18.43046,-38.7791,2
24.97513,35.67926,6
-27.42842,30.41722,5
21.97172,-39.45665,4
36.16835,-52.14162,6
-46.73042,60.261,7
-19.50749,59.39013,7
-43.55822,63.50007,7
30.34911,16.4322,3
41.93191,7.50113,3
-62.5538,37.9602,7
47.12013,-31.7267,0
-19.76037,63.55475,7
67.74071,26.63253,1
31.65249,12.54303,3
-49.10625,51.40652,7
-12.85806,-55.42209,2
0.55529,-16.27632,2
39.13038,21.38003,3
20.29435,-46.79456,4
15.85371,28.0893,0
23.24415,14.62693,3
80.19712,21.96033,1
3.47163,21.17202,6
72.25427,26.90373,1
-69.28188,-17.33935,9
18.39376,-45.88426,4
-73.73804,-7.03748,9
-69.63988,-18.44075,9
65.6116,24.89271,1
-39.44564,50.52768,7
-21.54178,-57.66003,8
48.25894,-27.61936,3
14.43871,16.16925,6
21.90096,34.57546,0
5.72596,-25.85731,2
22.13631,-71.06984,4
-29.46812,-9.58955,8
32.84233,-41.43156,0
61.54905,33.99248,1
3.06007,-62.11769,2
26.99476,-62.74889,2
15.80464,-27.95517,4
0.76322,-57.17122,4
-34.06569,53.51356,7
43.86726,11.49273,3
18.5954,-51.46762,2
-12.18623,-62.9777,2
-41.05581,28.79351,5
23.07524,5.56172,0
-22.25707,46.56591,7
-55.92939,12.14346,9
37.56327,-49.60043,4
4.77971,25.14581,0
-60.79384,-2.18321,9
51.17952,8.62228,3
-68.10474,1.61702,9
40.09064,-15.83524,4
31.54426,-41.21126,2
-42.18288,7.23139,5
0.34647,43.61949,0
-8.88025,-37.24865,2
41.12791,16.17741,3
-31.01487,8.75898,5
-21.20316,-15.79278,8
82.36172,6.58233,1
-4.84309,-27.87822,6
2.19953,-15.95299,2
-2.52557,-36.66083,6
3.12976,-42.49721,6
28.48739,-37.89921,4
-67.07581,16.96839,9
-22.13615,8.95069,5
0.14326,-15.32793,2
12.47334,34.29166,0
26.54175,-51.98916,4
10.93452,-17.36091,6
77.65818,21.68178,1
17.73905,-37.791,2
12.63992,43.28095,0
-55.4921,19.5176,9
-47.8287,53.8378,7
18.37278,34.42502,0
40.97598,-12.2993,4
28.9184,-46.15242,4
17.62512,4.89361,6
36.98643,-6.65498,6
8.58795,-16.11013,2
58.87777,28.52776,1
31.76985,33.11245,0
12.97434,-53.47386,6
-39.37519,55.56883,7
-7.26337,-36.39655,2
-61.77288,-14.94125,9
36.98137,-18.04599,4
-8.03384,-64.94981,2
74.55508,20.25812,1
-49.26775,24.10552,5
25.83821,-70.12295,4
-18.99299,41.39363,5
42.08257,-28.03248,3
-27.76523,-30.93263,8
-26.39678,9.44555,5
-25.82906,-16.13165,8
10.61155,-30.80724,4
20.53904,-59.6876,4
-35.33703,-24.81361,8
-60.82674,16.09629,9
-21.88305,-18.21524,8
0.62959,-2.62161,6
6.67681,-15.72325,2
5.06111,-61.30592,4
26.97439,-38.24788,4
5.54132,-0.59838,2
44.33101,-30.35675,4
52.65265,30.97922,1
-2.05673,-52.34155,6
75.47627,11.55196,1
51.14951,7.31766,3
16.45635,43.01508,0
-52.32609,39.35455,9
-27.89965,-11.29315,8
-20.27663,-23.68654,8
44.17253,-30.10599,6
-34.83525,2.27006,5
49.90763,-17.37482,3
77.64306,5.31635,1
-58.72507,32.93217,9
-30.31696,41.28402,5
37.32999,5.95117,3
38.04806,5.65706,3
4.74071,30.88339,0
69.88465,23.63297,1
33.58425,-66.44438,0
6.31261,-30.78601,2
-58.69691,24.7754,9
4.85883,-59.20034,2
10.27467,37.57107,0
12.9379,-46.90798,6
26.15256,2.87393,3
-9.71961,-58.30436,4
25.48523,-61.72786,2
9.37497,22.67119,0
16.07917,44.61366,0
41.15761,-11.94665,3
43.16164,11.62832,3
-14.05236,-12.36542,8
12.99533,-70.20613,2
-28.63842,-22.53848,8
-62.85262,-20.06327,9
38.17772,-52.44125,4
8.55616,36.96038,0
-53.54981,33.44151,7
4.11586,14.63097,6
23.46715,-37.34631,4
36.34964,-17.63017,4
-47.34924,3.22892,9
6.27981,-0.4242,2
-63.24243,-18.69771,9
-55.82053,45.60502,5
-62.55207,18.10164,9
51.82198,5.50825,3
-43.99402,32.40614,7
-28.0427,15.45885,5
-67.80811,21.8166,7
-44.40838,-40.73682,8
64.66454,21.31269,1
15.49389,35.24461,0
10.15194,48.59856,0
-20.09838,-43.91261,3
10.55687,-35.64969,4
-29.71943,-18.50285,8
-66.02275,-27.94812,9
-46.56776,62.01856,7
-71.74933,-25.38461,9
84.03692,9.05997,1
7.26426,-72.76513,2
-55.686,41.43246,7
40.39017,-2.08137,0
-5.67363,-35.1015,2
12.53012,53.37403,0
-66.62236,36.71864,5
-62.62563,24.43784,7
77.54773,23.14932,1
-25.85831,-13.29768,8
8.59846,-23.53925,2
26.44111,-64.71064,2
-6.03129,-12.69045,2
-13.82736,-58.69093,2
13.73902,-61.72361,4
16.62568,-28.44005,2
-15.78846,-43.43823,6
69.57372,12.93318,1
-66.9554,12.39207,9
-16.9666,-8.34764,8
-30.78234,39.66455,5
71.4135,23.137,1
-69.30402,-23.51336,9
71.97755,1.859,1
4.27452,-26.77703,2
-31.019,-26.20894,8
48.42501,3.8135,3
-41.195,-39.61784,8
-63.02765,30.90932,9
26.43413,-59.26897,2
19.90843,-31.81671,4
6.00727,-38.85361,2
-28.88587,-11.8867,8
31.50244,-36.68257,8
-1.4442,-3.84623,2
2.57637,3.82029,0
-35.01277,31.03099,5
-36.61135,-49.29574,8
-40.75271,-30.60733,8
-36.43273,42.62968,5
37.29314,10.67296,3
-67.30834,-7.24751,9
14.75496,-64.56355,4
51.99637,-11.79744,3
38.11909,-32.62653,4
40.93752,-45.22199,4
-69.20892,15.60949,5
69.80976,10.14242,1
8.48088,8.37104,0
75.83669,24.21906,1
40.56843,-45.43692,2
3.48087,43.58889,0
7.14246,-13.58158,6
-73.57701,-20.34752,9
3.62192,-7.61344,6
71.14249,31.59704,1
-15.27632,45.42369,5
74.34227,21.37927,1
33.81965,26.61529,1
78.01614,17.8224,1
-70.65808,-6.05852,9
19.94854,8.36755,3
28.35712,-25.68704,4
-27.77368,13.02309,5
10.84129,4.68416,3
33.98116,-7.20343,6
3.42431,-25.97955,6
8.31575,27.82011,6
2.35926,-67.9069,4
5.50454,26.72441,6
8.47732,38.5219,0
-12.76883,40.69351,5
-21.12478,-19.00143,8
-10.65622,-25.07901,3
10.90659,9.61617,3
28.81615,-42.87045,4
7.94203,28.12205,6
-54.56268,39.97252,7
-39.21257,57.12679,7
-34.89436,-48.79435,8
-72.78859,-11.18007,9
16.34675,3.25413,0
8.35235,11.54363,3
-27.94923,-9.56443,8
-30.48821,41.60521,7
12.93571,19.44022,6
-29.9282,64.93613,7
-62.62735,-5.97678,9
45.02397,0.29013,3
25.67348,-40.65046,4
26.46089,42.40839,6
38.04863,-5.62503,6
-27.09847,30.41589,5
21.12337,28.29877,0
64.49644,-1.14792,1
63.48776,20.12749,1
-27.17656,7.24884,5
-62.79183,-17.75464,9
47.07755,-16.96961,4
-9.84861,-46.13038,6
-38.0388,43.68385,5
-45.19222,61.13945,7
-21.38011,-5.16908,8
63.89406,21.47469,1
2.12452,-18.06397,2
-69.11399,-25.2683,9
-47.63638,31.0457,7
-23.9325,44.71395,7
65.75208,5.17192,1
5.35031,18.27646,0
-59.22919,-5.05243,9
4.38584,6.79888,3
28.3504,-61.31116,2
-60.99631,19.7795,9
7.23128,20.31721,0
-29.30908,64.25265,7
31.09299,-5.22037,6
-43.46968,-42.08009,8
-0.7826,-44.91366,2
-33.6801,50.67166,7
43.50136,0.45418,0
28.09239,-61.33301,2
53.6621,-21.95255,3
-27.29941,-48.17866,8
-7.42131,-67.32756,2
11.20762,-68.13608,2
2.73576,36.88488,6
-60.90621,36.03188,9
32.9632,10.22717,3
13.0727,47.3822,0
-23.66032,48.7819,7
-49.24838,-40.29185,8
-0.53888,43.39277,6
-9.166,-65.75895,2
-65.40919,12.07659,9
23.28257,-37.03024,4
-5.16958,-27.61065,2
23.89684,35.25868,6
34.33245,-48.81874,6
9.70751,0.31835,8
18.88197,45.75723,0
41.55319,-21.27593,4
3.99631,-13.25322,4
-11.03896,-69.04998,4
-61.94715,42.40527,7
-44.47458,30.84334,5
-23.44874,-24.27584,8
37.70587,-30.53931,4
-68.53526,-6.73763,9
80.93065,20.36324,1
10.07084,22.42913,0
-22.94467,29.04235,5
14.38624,-61.96373,4
7.85494,-58.41038,4
14.71608,-64.04926,4
15.05468,39.6589,0
10.96968,50.24527,0
17.50867,-50.26869,4
-9.68571,40.28861,5
-4.3038,-13.18514,6
20.87732,43.31622,0
41.48468,-24.86275,4
-54.33295,13.22694,5
40.63453,-32.12551,4
72.30379,24.98916,1
23.1305,0.29338,3
68.74377,8.30151,1
20.25165,12.45156,1
0.74303,-5.79187,6
23.14488,-50.43377,4
43.5767,20.67985,3
-40.89212,-46.46411,8
10.17864,-25.34684,2
-6.24716,0.6931,8
33.38593,-4.36157,2
-31.35887,20.3176,7
11.05943,52.63083,0
29.0664,-46.23847,4
28.88347,2.18188,0
-41.29546,-41.07253,8
-25.54077,7.79487,5
5.42428,12.0433,0
-17.29065,-5.90342,8
-4.74548,-68.98891,2
-61.0378,5.69015,9
1.77984,38.71808,0
-35.66608,-32.27707,8
-62.59214,5.08959,9
5.01793,7.80737,6
44.19836,-21.66382,4
37.88402,-44.57333,2
-73.01008,-23.06855,9
6.52892,-7.58624,3
28.2837,-56.43884,4
-22.23683,14.09457,5
14.80806,48.39608,0
-73.26955,-18.18294,9
-25.7243,11.33031,5
40.70231,7.23539,3
22.52155,-41.87455,6
8.76964,-37.73601,6
-4.08558,-6.74952,8
38.05151,20.05925,3
40.08796,1.08768,3
-24.6218,-9.68716,8
52.54807,30.9377,1
18.43598,-50.48445,4
5.1296,44.53886,0
-63.60101,-15.69218,9
-53.93663,19.11264,7
-67.3672,1.42572,9
40.79322,-34.22321,4
-9.96861,-13.05302,8
-61.47362,29.36751,9
79.87725,15.37506,1
29.13207,50.38124,6
-35.59668,60.41405,7
25.59389,13.58172,3
11.7662,47.91522,0
11.2226,-14.43881,2
-2.42939,-25.7672,6
-56.8705,37.73754,7
85.61732,9.02453,1
5.92337,21.91998,0
10.28814,25.4863,0
-24.70024,-21.71711,8
-17.55244,55.39846,5
18.03203,-37.29597,2
-0.07203,-6.90418,6
10.78908,-38.17831,6
22.88695,-39.58289,6
36.01486,-46.16079,4
83.89621,20.27059,1
-32.20513,30.9927,5
-63.28397,12.83414,9
17.39967,40.55881,0
6.78326,30.21524,2
19.64822,2.21545,1
4.9324,-7.69153,6
-49.40883,26.83861,5
15.81983,32.68385,0
4.67845,5.40011,0
52.47997,-21.46875,3
35.51619,23.56057,3
40.21534,11.88117,3
-44.0174,-34.93438,8
71.15331,20.89845,1
18.87332,2.19776,1
-49.5092,-39.12309,8
-27.85755,6.79899,5
-41.21697,59.37157,7
-55.2585,31.85583,7
-27.33118,-15.0132,8
-37.6404,54.77734,7
24.98255,-54.65253,2
1.17657,18.44825,0
-25.86832,54.74026,7
23.34916,53.25019,3
-44.07681,-49.51311,8
9.64723,47.19859,0
-72.93301,-23.05816,9
-39.86023,58.78543,7
11.06912,-16.8404,6
82.53202,4.14012,1
6.78889,7.91635,2
3.46703,-40.22875,6
40.37484,-36.55878,4
-33.92391,-51.83772,8
-13.91125,-45.9129,0
5.61896,54.37553,6
54.36337,-16.1707,3
8.27045,-20.99842,6
-21.17115,-16.1038,8
35.3425,-35.17059,4
6.80726,47.93062,0
-41.43204,-45.62695,8
-65.63995,-23.35303,9
0.65332,-24.64483,2
40.82757,-18.94855,4
-22.61799,32.05735,5
-64.91298,14.78952,9
56.582,32.66454,1
16.57692,-28.03619,4
17.66632,-59.53564,4
-57.58988,-12.14421,9
-8.39113,-60.30111,2
62.96048,12.00416,1
-54.10511,42.2407,7
-58.54709,22.68737,9
-30.91142,43.52076,5
-49.62535,-47.10975,8
39.27697,24.13168,1
-58.32235,29.01421,7
-17.76282,54.30519,7
73.39755,30.71732,1
69.2447,-2.18289,1
79.82658,16.72928,1
6.93942,-49.94852,6
-63.49955,13.37747,9
-37.38415,24.28007,5
38.13291,12.29529,3
-28.36238,-23.85046,8
27.63901,-53.56148,4
20.24161,-40.29381,2
-64.47876,10.70886,7
-17.49843,-52.02148,4
-46.05272,-47.96058,8
38.03863,25.39709,3
11.05635,-69.61035,2
19.10182,-20.93285,4
37.02337,-40.69852,4
-30.06876,54.19544,7
63.9893,18.30267,1
42.54709,-19.54188,4
-61.39196,7.83579,9
54.91343,-15.59163,3
-25.58666,28.93384,5
-24.3423,-14.76067,8
-35.99787,42.09984,5
19.76105,-51.04223,4
-53.73977,39.04522,7
-5.95074,-60.38838,2
-37.62255,-47.38604,8
-32.72384,41.88391,5
-57.04688,10.73062,9
25.60221,-11.71829,3
47.7396,4.57462,3
26.60642,-52.94828,6
-51.0146,34.37976,7
78.83385,5.89925,1
-57.13022,36.77747,7
41.04698,-11.24484,3
-30.71083,42.85967,5
2.96494,-59.40641,4
3.35729,-39.06771,4
-45.96489,16.70673,5
-17.38813,-8.89974,8
39.6964,18.69022,3
-48.37683,31.23631,7
83.24274,6.38872,1
25.04766,-62.12923,2
24.96835,42.80363,6
62.30119,33.54177,1
-68.93018,-6.43755,9
-22.1263,-6.7961,8
1.13828,-22.20277,2
-35.8095,50.09559,7
77.42535,20.64844,1
45.48785,26.77152,3
-32.05524,61.33445,7
-14.96017,-14.22077,5
-54.36405,20.00412,9
-60.96075,-5.75102,9
63.07374,-2.93208,1
-48.64734,-46.36326,8
7.30361,-33.3349,2
-23.8221,32.27769,5
-47.31696,56.05397,7
84.25627,27.59567,1
-58.71082,26.86519,9
-25.75196,-46.10228,8
61.23544,33.75481,1
23.53827,5.12132,0
6.24101,8.29389,0
31.01709,-42.7093,6
66.40058,22.01323,1
-47.80827,53.5295,7
60.29321,31.86362,1
65.77346,-2.13461,1
-11.72549,40.45074,5
-47.59204,58.53599,7
81.56607,15.31273,1
-21.2943,31.39938,5
11.33491,-70.57288,2
-15.6035,-58.88706,2
53.07943,-23.62932,3
47.65765,-6.7426,3
61.46109,35.2414,1
83.53049,18.1913,1
8.42325,-60.94878,4
-58.37265,-4.34895,9
3.20935,-70.39178,4
35.16803,24.77144,3
-31.80331,43.6487,7
-38.70953,58.80297,7
-2.97545,6.14358,0
-42.56139,-51.24302,8
-63.49436,6.39617,9
-73.95102,-17.17209,9
26.32359,-36.61962,6
75.03892,29.54876,1
61.12217,16.75744,3
37.17402,-35.62432,4
26.43436,46.04107,0
43.2256,1.30135,0
-29.48147,4.62482,5
-55.76439,19.66859,9
5.01279,-51.68732,2
0.84246,7.44712,0
-28.36823,30.41453,5
-31.95811,19.90459,5
63.6626,32.34983,1
-66.70417,36.35756,5
-63.25443,38.4243,7
-25.63734,-15.94127,8
-38.0909,59.43297,7
-57.17213,24.58513,5
45.45609,4.99871,3
21.61424,-44.19009,6
3.62469,-51.3563,4
4.94457,18.38877,0
2.05374,-58.83667,4
21.96625,44.78056,0
-4.45969,-11.19044,6
8.67702,41.92845,0
-6.6016,-62.86866,2
-40.77379,10.78251,5
-20.86317,33.52257,5
83.74384,23.6912,1
-7.88005,-66.82043,2
31.32732,1.51531,0
-64.34975,11.66121,9
38.23259,25.17914,3
-28.96619,59.90284,7
-49.8385,-43.77046,8
40.09899,-33.33946,6
-47.5048,-51.46242,8
41.03448,8.59694,3
1.71355,-4.4846,4
-26.75913,33.1195,7
4.22361,7.38379,0
-32.42456,56.6445,7
43.07324,-22.28798,4
-45.00179,-37.4254,8
12.22146,-7.56935,0
55.00378,-10.46317,3
40.94038,-23.25394,4
25.79156,-38.52338,4
55.48143,-17.32592,3
26.81023,-46.57208,4
-63.6002,-15.53443,9
31.5106,32.81762,0
6.14517,-14.47812,6
42.59225,-18.09005,4
-53.49872,8.45188,9
63.12444,33.50665,1
-45.63739,-41.02893,8
64.2238,20.86652,1
-57.71852,43.18482,7
-74.49203,-16.47198,5
-10.94756,42.03633,5
11.30367,-33.90715,6
40.65844,-3.74099,0
-0.73288,-11.10101,2
71.11469,6.06913,1
3.06133,44.7151,0
-36.86416,43.08418,5
-7.56463,-53.33851,4
16.28776,37.24385,0
16.41888,39.79794,0
-16.10644,-56.22422,6
-38.96821,59.75728,7
-45.16753,9.50054,5
26.91365,45.85242,0
20.86156,-13.07306,3
-40.15237,40.19331,5
-64.2902,1.4452,9
9.03505,-8.69773,6
-30.40803,-13.10993,8
-10.2679,-45.29898,0
2.86467,40.10938,6
46.71108,-23.88171,4
12.01783,21.38631,6
11.06957,-71.04671,2
-49.88801,3.72835,9
22.953,24.72465,6
-30.17841,59.50271,7
-36.43155,60.93093,7
86.08721,10.03138,1
-12.04206,-67.25495,4
-9.44289,-55.3177,2
5.30138,51.91264,6
-33.37759,33.32187,5
16.95471,41.60524,3
-66.89434,-18.9954,9
-66.8065,-27.75371,9
-36.1103,-26.95119,8
-43.89872,-36.27068,8
43.65563,-26.46437,3
25.76957,2.3621,0
32.13867,-52.08767,2
35.73598,-54.64216,4
5.62323,-19.95519,6
5.51067,-20.25403,6
31.03936,14.35565,3
-2.64692,-41.04263,2
43.44962,8.22167,3
-47.91228,44.36301,5
-3.20512,-64.80399,4
-60.30938,17.68629,9
30.36311,9.83132,3
-11.83453,-67.49761,4
-24.30435,45.70059,7
-31.73053,54.74292,7
3.81894,41.32552,0
42.38888,-27.77604,3
-64.94597,-25.13963,5
-45.31493,11.50946,5
7.71168,-28.17203,6
27.52622,-40.8783,0
-10.40403,39.28082,5
-58.24661,23.21909,9
-7.79322,-22.57142,6
51.78196,4.67125,3
-55.76002,32.29514,7
-46.0078,11.03057,5
73.64848,9.12076,1
-67.63702,-7.74447,9
-29.09564,-17.86434,8
-14.09331,-12.8793,8
-66.52516,-12.7392,9
-54.26482,3.94246,9
11.42446,-49.483,2
-40.72038,32.74149,7
-3.26445,-43.2566,2
-0.64616,-31.88456,2
55.85556,-17.61392,3
-22.76956,-17.2355,8
-38.46674,59.10137,7
30.35733,-56.07804,6
-12.4294,-52.26392,4
-29.64675,36.8002,5
8.47214,-61.73291,4
31.62587,26.65799,3
23.02956,-44.45017,6
61.23477,20.82038,1
39.65825,-34.4259,4
-71.09243,-8.34447,9
46.69576,11.84573,3
62.96805,35.99948,1
9.23248,-18.65814,6
-13.18452,38.96856,5
8.00701,14.72192,0
-65.63065,37.15778,5
-22.37359,56.50466,7
-22.5952,7.33528,5
-5.08944,-44.39601,2
50.00558,-0.7345,3
41.87378,19.62093,3
-56.83847,12.87094,9
22.93334,-10.39969,6
31.37748,10.82009,3
3.04058,-10.68335,6
12.18504,42.38821,0
3.08971,-52.699,4
-62.05658,41.9564,5
8.94493,35.18242,0
30.62094,-53.12276,4
-53.11568,39.94792,9
22.94716,-40.95474,4
4.56015,47.93641,6
51.13184,6.52607,3
20.82453,-48.2866,6
-56.11071,38.53225,7
16.41634,42.51369,0
-5.33386,-59.48073,2
84.89547,19.09684,1
71.70959,24.045,1
45.95429,-23.68304,4
-6.58183,-47.28076,4
-28.45941,-47.35484,8
-37.88462,8.68397,5
-58.748,12.40728,9
4.78692,17.13649,0
30.66106,-17.37801,1
12.21531,-41.56124,6
-38.93608,7.80735,5
80.53731,14.26875,1
-24.4706,-51.41512,4
22.96198,-10.32656,4
-20.08956,-4.68568,8
-11.99129,-53.42831,4
-48.63205,53.77879,7
-25.61109,33.98251,7
46.17086,17.15541,3
-24.74464,-23.22551,8
72.56184,2.46915,1
