x,y,target
6.91729,1.12459,6
-5.62525,7.54394,7
5.47917,6.76492,9
0.66839,7.76064,9
6.90703,-5.82949,4
9.36055,-5.87447,4
-6.072,6.93456,7
-1.3893,-4.72228,1
-4.07691,2.89683,2
-3.406,-6.09543,1
9.37208,-4.71688,6
-7.8591,-2.27362,3
5.28289,-1.40362,2
2.34739,8.82687,8
-0.77773,-7.07949,3
-6.57051,2.32596,6
-5.54896,-7.08455,1
-4.74087,-5.68962,1
-1.1655,-2.63642,0
-0.31204,0.82151,2
1.20248,5.26263,9
-1.07774,2.03169,2
9.13893,-4.26323,4
-2.86864,-1.63438,0
-4.18239,7.84641,7
2.67482,8.19384,9
-9.86506,-1.35316,8
7.56899,-5.3927,4
-6.93538,-2.80241,1
11.02688,1.59176,8
1.88566,-1.69322,4
-5.42022,-6.91352,1
-4.02678,-3.43139,3
-1.69333,-5.9775,1
-4.87571,2.56074,6
-5.17113,7.095,7
3.52108,-3.18267,2
0.73628,4.78549,8
-0.81541,5.41956,5
-3.31813,0.27402,2
0.94053,-8.00918,0
-2.15022,8.14503,7
-4.89069,7.72002,7
-2.08334,-2.64296,6
8.18783,-7.68997,2
-5.80909,5.38345,7
0.62386,-3.58124,0
-4.28476,6.05023,7
9.58963,9.17731,8
4.75857,8.24515,9
8.82399,-0.70883,2
4.59041,8.18065,9
0.50965,-4.96019,0
-6.27841,6.20606,5
-6.36497,-0.7987,1
1.17705,-4.01924,4
12.50928,-2.74035,4
-1.40329,9.41228,5
1.99548,1.50313,6
8.96753,6.2203,9
-4.47274,2.33892,2
7.80422,-6.83925,6
7.90518,5.458,8
1.42623,-0.79619,6
8.38774,-4.39533,4
4.59569,0.66397,2
9.14677,-6.12732,2
1.74791,6.42925,9
-5.859,6.84419,7
-0.21936,-5.57816,6
-5.27604,5.7543,5
-1.24097,5.94076,5
8.89735,-5.86842,2
3.77218,2.68469,8
-7.58207,5.83591,5
8.36573,-3.39603,2
-2.66091,-7.94594,3
0.85818,-6.29611,0
0.58421,1.30262,4
0.48766,8.03299,8
5.29745,-10.37741,0
-2.02526,-2.00481,0
-1.40189,0.97158,6
-4.1378,-5.52261,3
12.66396,-1.89456,8
0.8004,9.09672,9
2.91126,-8.09802,6
-4.89574,-5.20261,1
-2.61141,-0.08191,3
0.65734,-5.45815,0
5.95363,-7.81811,2
-3.69875,-7.98257,3
2.92921,-10.04795,0
3.87399,7.52598,8
-2.08718,-7.33779,3
-5.95752,6.34905,7
6.45877,-4.38857,4
0.33107,-6.90756,0
-5.92891,-4.49189,1
2.44631,-1.76919,6
-2.26419,-8.62201,3
-3.63099,-0.95075,0
8.92637,-6.54395,6
4.31948,-6.79045,6
-6.06534,6.12863,7
-4.45867,4.57934,5
-3.57935,-5.83722,4
0.05425,6.3338,5
-7.33826,1.8145,9
-7.76779,5.66558,5
-6.33975,1.4127,6
-5.8147,7.72547,5
-2.48977,5.38594,5
-5.78896,-3.58066,1
4.17523,5.5444,9
-0.44681,4.60791,8
-7.18667,-3.1777,8
-6.72646,-1.16895,3
-0.42645,-7.45909,3
8.02263,-7.37443,6
12.03269,4.4898,8
4.61064,-8.92127,0
2.23691,-6.79964,0
7.26329,-4.856,2
4.0874,8.07126,9
-5.60341,8.08814,7
1.05672,8.29816,7
-6.04172,-5.56344,1
-5.41103,-1.01462,3
-5.08238,3.88993,6
-1.53296,1.19176,4
11.50965,3.11036,2
6.21631,-6.99523,4
1.91927,7.76037,9
-5.58627,-4.41206,1
-3.71518,1.55021,6
9.53858,-3.61378,4
-7.83325,3.25186,8
4.03138,-2.48916,2
2.40188,-4.80054,6
-8.02597,3.84075,5
6.48046,-1.35013,4
7.19708,-6.45302,6
-2.27566,8.21113,7
-5.5728,7.52007,7
-3.12302,9.16508,7
-5.44633,-1.53946,3
-2.63138,-8.56608,3
2.0127,8.16224,7
5.515,-8.37932,0
-5.51079,6.98787,7
-6.63982,-1.82779,1
-3.86136,-3.70245,3
-2.23679,6.61518,7
11.45461,-2.08137,2
-1.57553,1.22258,2
-7.35297,-4.27361,3
7.3151,-5.04737,4
-0.68343,-5.04426,0
-6.15363,-1.06553,3
-6.2358,-5.42746,1
-2.90388,-1.15885,6
-6.23819,-4.30057,1
-11.12268,-0.8618,9
4.57895,-3.04212,4
5.11892,8.42898,9
10.01594,6.76684,9
-6.78334,-2.33043,1
-3.40067,6.49063,7
12.8103,-0.36322,8
4.17128,-9.31362,3
-2.43836,-1.12356,6
-0.15593,-5.5226,0
0.2095,-0.48357,2
7.89325,-1.17533,4
7.09983,1.66408,8
7.13762,-8.44075,0
-6.49685,-6.73047,1
10.44009,-3.20959,2
8.03794,-3.64112,2
4.65074,0.21718,4
7.81472,-4.01102,4
-4.66426,5.31344,7
-3.40064,-8.90177,3
9.60687,-6.45067,2
11.07499,-2.4336,2
-6.41075,7.83844,5
-3.57334,-1.63235,0
-7.11338,4.86779,7
2.12665,9.91191,9
5.32622,-4.12703,4
-1.16959,-1.24915,0
6.22523,9.84229,9
-3.99164,-7.91703,3
5.63134,7.72199,9
-2.37375,-3.51405,4
5.2424,-5.68195,2
-3.12842,4.55054,5
7.53751,-7.83835,0
1.80754,-1.68144,2
-4.38644,-6.33482,3
-11.69632,3.00139,5
4.31336,3.26295,8
-5.45924,-7.79084,1
0.58014,0.12091,6
-2.37764,2.33034,2
3.37722,-0.21286,6
4.61706,-2.32627,6
4.26146,-4.29721,4
2.81849,9.01929,9
-9.6009,3.45836,5
-4.04683,1.16245,2
-0.29196,-5.19517,0
8.24321,-6.60793,4
0.37829,-0.35118,6
-5.95194,-6.74066,1
3.45993,-1.42751,2
1.26948,-8.29962,0
-0.11577,7.0879,9
-2.14309,8.46817,7
-0.67672,-3.93186,0
-1.76403,-3.76574,4
6.72661,-5.47484,4
-3.66382,0.27391,6
3.2352,-9.04865,6
0.38801,1.3315,2
-4.55427,-4.52757,1
0.98757,-9.51616,0
4.95794,-2.9568,6
-3.21707,6.16909,7
1.69972,-1.68062,2
5.57668,5.60077,9
-2.12457,-3.4438,4
9.59997,-1.9007,2
-4.70021,-7.15475,1
-0.22429,5.88196,5
9.9123,-2.01969,4
-7.10588,6.01103,5
1.73295,-5.97033,3
12.0402,2.97497,8
-9.28533,4.23621,5
9.23962,4.12386,8
2.00146,0.55067,4
5.11892,-1.78096,4
-10.1505,-1.46678,8
2.02198,8.48117,9
4.35492,2.68618,8
-5.80094,2.42702,6
-0.55596,2.34653,2
9.75343,-3.2812,4
3.24654,-3.74586,4
-4.74468,1.48574,2
4.20807,-8.19317,4
-8.12599,-2.76983,1
6.11878,-3.10702,6
-6.53431,-7.46694,1
-3.34481,-8.14138,3
1.68371,-8.34712,0
-2.51456,9.13087,9
7.65829,1.68642,8
3.68979,4.55857,8
3.93543,-7.31853,6
-7.26455,2.94825,5
-1.53859,-9.39519,3
-5.06422,-7.61374,1
-1.61442,7.72403,9
-5.723,6.40656,5
-3.56635,-6.33559,3
-3.63618,-8.04093,3
-0.35217,-2.91562,0
-6.07449,-2.22507,1
5.11931,-5.59916,0
5.00242,3.13935,2
-0.41517,7.66516,9
8.80352,-2.97231,2
0.26674,-5.83014,0
6.63473,-1.07806,6
-2.9912,-4.55186,3
11.72574,-2.90982,4
9.04198,-6.45598,2
-2.24659,-1.86891,0
2.54217,-8.77952,0
-3.07929,-3.7513,3
-3.63204,-7.77131,3
-0.88973,2.60422,8
4.98238,-1.83877,2
6.20877,3.519,8
-9.61274,-0.95455,9
3.29745,-3.48956,4
-2.40028,-9.96955,0
-0.98096,8.17034,7
-3.27822,0.9397,6
3.65728,-2.04789,4
-3.40605,-1.12989,4
-3.20228,4.07839,9
-5.05139,1.33344,2
8.93864,4.51951,9
-0.91036,7.99015,5
1.61226,8.79709,9
-1.5252,-9.32424,3
-3.35264,5.56615,7
-6.11198,9.78894,5
0.44947,6.39036,7
0.58908,5.51652,8
-6.28466,-1.53942,1
0.02313,-4.44016,0
3.09644,-11.56814,0
5.24577,-1.65716,3
2.99349,-0.74502,4
6.07068,3.31904,8
9.22806,2.46584,9
-1.86046,8.59983,7
4.28447,2.98559,9
-6.05298,-4.1016,1
10.32169,-2.80256,2
-2.17206,7.55934,7
-1.06672,-9.49824,0
1.99143,0.41033,2
1.73596,-8.86099,0
2.24827,9.41094,5
0.42184,8.15978,7
-5.90218,-7.56711,1
5.52277,2.32362,8
0.04486,0.14035,2
9.4723,-5.05363,2
-2.47226,2.20281,2
11.98524,-5.16186,2
9.11182,-2.24378,4
4.32692,-0.44745,2
5.02078,-4.72808,6
-4.63323,-6.74341,1
2.38176,8.70413,9
-8.38421,0.56748,8
-5.59241,6.9012,5
-5.50081,-3.3018,1
-10.50998,-4.2031,9
-4.35406,-3.36082,1
0.85619,-0.2805,2
9.25202,3.58442,8
-2.10792,-6.59377,3
1.65888,4.28966,8
1.60646,10.1387,9
5.88866,-3.69117,2
1.77593,-0.30173,4
1.95245,-1.60605,2
9.8356,2.06196,8
7.71079,-1.97288,8
-4.85356,2.21904,2
-6.86562,2.46197,0
-4.59571,8.15424,5
9.29773,4.36875,8
4.09647,6.79936,8
-3.54822,6.9375,5
-4.82467,-4.60079,3
3.0106,6.45883,9
10.57671,-4.60104,4
-3.12226,-5.97597,3
3.13369,-5.52262,4
3.8107,-6.2947,4
1.12238,9.38043,5
-5.2367,-7.19428,1
-6.20425,1.05012,0
-5.80509,-6.79746,1
2.14458,-4.57928,2
3.68189,-7.1949,0
-1.50478,1.51136,6
7.83724,5.42915,9
-4.28681,1.1638,6
-7.66158,-4.31438,1
-6.14822,6.22484,5
-4.62256,-6.32202,1
-7.89175,-0.57141,1
-5.52078,-6.56552,1
5.59264,8.14742,9
-6.84368,-1.63095,3
1.94407,-2.00302,4
-8.19747,6.62765,5
-6.56521,0.63063,3
2.05571,-6.08166,6
0.85863,1.86848,6
-1.03851,-2.06689,6
10.09546,-1.34773,4
-0.39565,-3.14194,6
1.38062,-5.27309,0
-7.86,4.69281,5
1.71152,2.64433,8
-0.00162,-1.86613,3
-4.68234,0.40888,3
6.85632,-6.52257,4
-0.82018,-1.52806,6
-1.99752,7.37696,7
-4.04358,7.53352,7
8.57098,5.56376,8
-9.83066,-0.62864,9
-5.9394,-0.00384,0
-3.72169,1.25049,3
8.41305,-0.62182,8
-4.79165,5.93843,7
-1.44324,-2.11529,6
-5.008,8.62005,7
4.67865,6.96364,9
-2.08934,-9.62586,3
6.04951,-4.19817,4
0.58765,-7.00965,6
1.04495,-9.20972,6
-6.5895,4.25373,5
-1.15703,-5.04293,0
-0.84848,-7.56534,1
-6.65215,-0.71015,1
-8.92012,5.21494,5
9.30371,5.07919,9
-0.93273,-8.45237,4
5.24969,-2.93824,6
-4.18263,5.69748,5
-3.3878,8.82074,7
-2.92173,-1.04977,8
-7.06021,-1.23506,1
-2.32271,1.58481,2
11.55539,4.12941,9
-2.90012,5.22513,7
-6.47812,4.57458,7
-3.83718,-6.93526,1
-4.17771,0.06873,0
3.32248,7.16579,9
-6.40018,1.77288,3
5.3418,-2.53726,2
1.80091,8.71675,9
-2.847,-0.53136,0
-3.82409,7.60481,7
0.61412,-2.61577,6
2.86471,3.92927,8
3.92425,-0.93182,2
-4.19309,6.90214,7
-1.96725,-7.35686,0
5.07765,-1.96233,2
-0.03127,-6.3086,3
7.83841,2.31743,8
5.62118,-2.29467,2
8.18207,-2.65287,2
6.31082,-8.751,6
1.1558,9.69294,9
-2.5659,-5.74114,3
3.78442,-10.36814,0
-6.42943,5.52012,7
-2.38794,6.56363,8
11.59887,0.62649,6
9.2274,-2.15341,2
4.21212,8.29634,9
2.70629,-1.2669,4
-0.05438,-0.63381,2
1.00413,-3.87761,6
7.15871,-6.15398,6
-8.7131,-0.57238,8
3.67221,-10.62327,0
0.62728,-7.39395,4
-1.32328,2.25792,4
10.06413,1.16258,4
-2.02226,7.85209,7
-4.69089,7.11462,5
7.74489,5.16186,8
2.73367,-4.41539,4
3.28875,7.06899,9
-6.41513,-6.13098,1
-3.01395,-1.74818,0
-8.26518,4.32001,5
7.44256,-2.55463,4
7.55406,-2.36997,4
9.44873,-3.54706,4
1.423,-6.31789,0
2.46037,-8.0059,0
9.15106,-5.87253,4
-8.02076,5.34155,5
-3.98546,1.79597,6
1.74217,-6.48575,0
1.92944,-5.65595,4
0.50459,6.42893,5
5.807,-8.97622,4
-5.40913,-5.01707,1
-1.40142,-0.46248,3
-4.4468,-7.08802,1
-5.66902,-0.90213,1
-5.15884,2.80289,6
9.05424,-6.70232,4
-5.55407,-7.43542,3
6.44802,6.81266,8
0.11251,0.69369,2
-9.71814,0.94771,8
0.31135,-5.64368,2
-7.5722,4.14042,7
3.93198,-10.74693,0
7.23217,-6.44606,4
-2.812,-3.7177,0
1.88482,4.68854,8
-9.09473,4.0517,5
-4.91245,0.87771,0
-8.90151,-1.32455,8
11.11209,-3.21337,2
3.35338,8.49539,9
5.53903,-5.68129,0
4.691,4.32967,8
3.73535,8.53206,9
-6.35098,1.24649,6
0.62357,-9.1379,4
5.49588,-6.25717,2
11.29423,3.40442,9
-2.75635,2.44244,3
5.13561,-3.26657,4
-8.1759,3.11592,5
2.38934,-7.541,0
-8.43492,0.06909,9
-8.7574,3.17292,5
-3.13824,-7.41982,3
4.57417,-3.12813,6
2.55289,-0.9921,6
-2.84576,2.05904,8
-6.41821,-3.84914,3
-1.93397,-5.74526,3
6.54015,2.21828,8
-8.37479,-3.23356,1
7.81169,-6.77049,4
3.55773,-7.80495,0
7.60946,6.0033,9
0.3184,7.20735,7
3.39083,6.1469,9
5.80116,-7.43622,4
-4.6489,2.59343,8
0.80487,9.38594,9
-5.67373,-6.75016,1
-0.35274,-9.72253,6
-3.63544,7.1634,7
-8.74051,-2.39231,3
2.2839,-8.80254,0
-0.75237,1.67604,2
-0.1188,0.75846,6
-0.19067,8.54856,7
-5.49939,-3.93315,1
-8.36595,-2.02101,0
-0.93929,-2.94839,0
2.32953,2.31484,8
-5.74975,7.08023,5
3.26014,-1.48099,2
-5.29414,1.66149,6
5.25928,-1.02374,6
5.09238,-3.08092,6
4.89953,-4.97197,4
-6.33812,-5.30637,1
-7.25141,4.15898,5
2.21658,7.79402,9
0.19216,-6.49461,0
0.36824,-2.23224,2
-4.46988,-1.36995,1
-3.34156,0.84146,6
-2.39515,6.14171,5
-0.25326,-6.77662,0
-7.00453,1.65366,0
0.52953,-8.43084,3
-7.33946,-1.9501,3
-3.478,-5.25328,3
-3.9223,3.50236,8
-5.80503,-4.67112,1
-7.76887,-2.11812,1
1.25338,8.24088,8
-9.19909,7.27275,5
-3.41785,6.7131,7
0.28283,7.32251,7
8.4403,3.32303,8
-3.73383,6.8384,7
9.08194,-6.61161,2
-9.46447,0.87244,0
-6.41377,6.34154,7
4.02502,-8.75124,3
7.90844,7.17305,8
2.69637,-8.82872,0
-9.55308,-4.19226,9
-3.1844,8.90579,7
0.28168,-0.81554,6
-6.35185,-6.5855,1
-5.70441,0.35999,2
3.8471,-1.45057,6
6.87747,-7.5706,4
12.09627,2.44438,8
3.89842,-4.53019,0
4.44623,-9.82399,6
-1.08007,-9.80625,3
0.3208,-0.74745,6
3.4682,3.30846,8
4.67046,-3.79257,4
3.89311,-9.69862,0
4.85998,4.16136,8
2.41389,3.99166,9
-1.20333,2.0204,2
-0.47799,-6.3572,4
-7.38555,5.15629,5
3.52581,9.27807,9
-7.67313,-5.28171,1
4.62912,0.48506,4
8.59305,-5.59791,4
1.70608,5.62967,9
8.60094,-4.08478,2
-4.15586,-3.33456,1
-2.53321,7.89412,7
0.14206,7.79609,9
-4.06796,5.84569,5
7.45346,7.4051,8
-7.62857,-6.45407,1
1.44798,8.96997,7
-5.85641,6.29752,7
-7.28274,-5.10682,1
-2.89913,-8.29632,1
-6.34211,-7.12486,1
7.97903,0.93432,6
2.207,7.19097,9
-8.08382,5.19506,5
-5.08544,-5.10595,3
9.78773,3.89644,8
7.99009,-4.99648,4
4.92119,-1.55277,2
4.66418,8.71424,7
7.11661,-0.70824,4
5.39841,6.68478,8
-8.82475,-3.88116,3
8.7386,-2.10794,2
-0.37228,-1.64473,4
2.69451,-4.59508,4
-4.21564,7.09879,7
-5.90661,-0.93787,1
0.25902,-4.03431,4
4.24175,9.54011,9
-0.64329,-10.23512,3
-7.12278,5.81309,5
4.12496,3.5766,8
-3.38185,6.37533,5
9.51334,-6.6491,4
0.11559,9.16897,7
7.97326,-2.46697,2
6.49849,5.31036,8
-3.35751,6.92182,5
1.79911,6.74334,9
-1.56161,-3.35744,3
-2.07005,-6.9669,3
8.10483,-6.29589,6
-0.96927,6.79074,7
-5.03524,-6.95908,1
0.78806,8.87976,7
-2.37161,-6.94289,3
-4.66377,5.35252,5
10.81488,-3.70129,4
3.23409,-0.83573,4
-6.512,6.99767,5
-7.05859,0.4499,8
-5.19181,-3.78917,3
-2.61107,4.86532,7
-5.97013,-7.4649,1
9.38973,-6.73569,2
0.93684,-6.56715,6
-6.84945,-4.48886,1
5.08303,7.96625,9
3.44269,1.76527,8
0.13521,2.38864,2
-2.52777,6.44451,7
-5.0271,-7.79026,1
-7.74222,-5.05412,3
-4.10444,8.46396,7
-1.76715,3.83976,5
-0.95235,6.46996,9
4.38128,6.88826,9
-0.90898,-4.38337,1
5.54605,7.9037,8
1.89618,-0.46933,2
-7.51711,4.69892,5
-2.64073,8.42172,7
-5.75189,-4.16151,1
0.25789,7.97223,9
6.45878,1.07356,8
-6.23655,-6.29295,1
-3.77981,-2.02192,0
-7.21994,0.71179,0
7.63819,-7.65369,6
-6.50434,-2.17225,1
-2.36947,8.33853,7
-6.59063,-4.12267,1
0.00027,-8.99269,1
-7.89768,5.04548,5
-1.7715,9.22011,7
-6.49007,-5.86167,1
-7.42644,5.54656,5
5.60675,-1.8192,2
12.7324,-4.51988,2
1.38707,-9.86017,3
-4.53222,-4.28982,3
-6.87996,-6.71549,1
-6.54973,-3.68317,1
7.23252,-2.65704,4
4.14333,9.22739,9
10.96988,-2.53152,4
-7.64627,-1.64559,3
-4.15323,5.68968,7
-3.36028,8.08341,7
-3.37541,2.42764,0
9.9048,8.19148,8
4.33095,9.55689,9
7.03813,8.26268,9
3.54151,-3.07229,6
-7.06763,-6.48969,1
-8.24536,-1.19523,3
3.43617,-4.32524,4
1.68718,-9.39458,0
-2.56701,-7.79399,0
-6.95946,8.69689,5
-0.00535,8.09778,9
7.7498,0.18104,2
-8.25938,0.13414,0
-7.35116,5.0458,5
-7.52566,4.36343,5
-6.95118,-4.78582,1
3.07718,8.88451,5
1.96173,10.00551,7
-9.00646,-2.94757,8
-2.27659,8.83947,7
-1.86185,6.92867,5
-2.15187,-6.04901,3
4.62038,-4.78249,6
5.41083,-0.49909,4
-3.8806,-0.60454,0
10.24894,-3.70608,4
2.88085,-8.54593,0
-7.25176,3.43111,6
1.99281,-7.16179,0
9.66635,-3.75785,2
0.77946,11.46878,5
-8.02828,4.93856,5
-6.2313,-3.30096,1
7.92408,-1.27135,2
-2.03577,-4.55199,0
4.48645,9.12175,9
-8.31475,-4.51044,3
-3.92949,7.26767,7
2.68397,8.78101,8
4.80006,-6.88465,6
5.95525,6.07042,8
-3.58331,-5.99188,3
-5.10333,1.93334,4
-6.14626,4.97653,7
-6.53842,1.74617,0
-5.23321,8.10508,7
1.9119,-8.32991,4
-1.9869,4.37599,8
-1.23458,1.20866,0
-1.87938,-8.86536,3
3.04269,-6.93333,4
2.46308,-2.14726,4
-0.09503,-9.57071,3
8.2655,-6.43737,4
8.03722,6.62777,9
1.05464,-10.06271,0
-0.74996,3.05649,6
-0.65668,-3.78707,4
0.14175,6.04536,9
-6.75056,-6.02511,1
1.01828,4.91401,8
-6.31772,-1.10742,1
-1.29182,8.1674,7
7.70018,6.54515,5
-7.34307,6.69199,5
1.64836,0.02855,6
-0.3552,-9.53047,0
-4.41275,2.6922,2
-5.14296,-4.9306,1
5.68768,-9.14559,0
-4.40368,5.23228,5
8.50524,-2.38328,4
0.33632,-5.25193,0
0.25102,-7.48942,0
10.52974,-2.02066,6
-4.14913,7.2953,7
0.44947,4.61482,5
1.57986,-8.27534,0
0.46354,-3.54584,3
-2.61379,6.45113,5
3.79611,8.28389,9
-4.04167,2.71272,6
6.78284,1.3502,8
5.4684,-4.51744,0
4.85198,-8.53545,6
1.56466,-7.65475,4
-1.78015,-1.75879,6
5.62489,-1.75484,2
0.23614,6.12703,9
-1.61482,-6.96654,6
-3.95423,8.02459,7
-3.26991,8.08322,7
-6.08156,-3.27031,1
9.60569,-0.0456,4
9.53575,-3.46799,2
4.62826,-9.73478,6
-5.62195,4.46296,5
0.22499,-7.94215,3
9.73016,4.88655,9
-0.76839,-10.52377,9
-9.07798,-0.36722,8
-3.06564,3.81878,8
3.49302,-8.53023,3
-2.32174,-2.75729,0
6.25606,-6.67568,2
5.09154,-3.26286,4
-0.60992,0.43557,6
-0.11914,0.71454,6
-4.70171,-2.42589,3
5.96144,-0.59959,2
-2.86625,-8.53075,3
-2.8133,5.90326,5
10.12256,-6.10804,4
2.09166,7.94777,9
-3.28674,-3.45946,3
10.51804,-0.49291,4
-6.79472,4.9968,7
-4.79643,6.43023,7
4.47952,-5.18564,0
3.07021,-7.79501,3
-9.72811,-0.25864,5
-3.73685,5.69309,5
1.97173,0.71164,6
4.40804,-3.06907,0
-8.30223,4.97743,5
0.0009,8.61819,9
-1.60397,0.68408,6
-1.29692,-8.32021,3
0.87459,7.70064,7
-0.94663,7.05002,5
-5.70127,-8.13396,1
2.8565,5.42672,9
6.40734,4.59304,8
-0.5743,1.9205,8
-9.47147,-1.45868,9
1.02265,5.93667,9
5.40844,-2.75154,2
-4.80527,4.76732,7
3.93853,-1.60965,2
0.01057,1.15048,2
-0.18214,-9.50075,3
3.99389,3.87243,8
-2.17619,8.30714,7
7.74838,-4.57728,6
6.4827,-1.04198,4
-6.71378,7.63436,5
8.40682,-3.20437,4
-7.74998,0.78604,3
5.63207,-3.922,6
-6.41009,-0.67482,1
5.093,-6.88953,4
7.58477,8.38245,9
-3.93538,-8.60294,3
-7.43665,-6.11086,1
-2.0186,0.38315,6
-8.15566,4.30663,5
-4.81225,0.33106,0
0.77491,7.19686,5
-4.54797,6.02153,7
-9.30376,3.1441,5
5.46623,-0.4469,2
-4.36707,-6.99962,3
-5.62158,-4.7215,3
0.12985,6.13363,9
-0.96015,-1.26579,6
-4.38668,-3.52425,3
-4.03721,2.11148,6
1.72826,-6.53114,0
4.2193,0.55748,4
-1.35475,9.31322,5
-0.67546,-3.54773,0
5.6302,-5.00204,4
-1.86846,8.54719,9
4.16866,-3.74649,4
5.3901,-9.58436,6
-1.79885,-9.73654,3
7.54319,-6.88835,6
-0.04301,9.24332,7
1.11351,-8.0969,0
7.1492,-3.31795,2
-6.38744,-4.31874,1
-5.79382,-4.59602,1
2.06738,-6.86234,4
4.58845,-1.76035,4
7.58773,0.83393,8
-2.7118,8.58473,5
1.05059,7.49999,9
-4.0843,-0.24879,0
0.46538,-5.0352,1
3.79687,-1.50759,6
3.26706,11.54939,5
